OID,Id,gridcode,F_AREA
-1,1,1,25.000000000000000
-1,2,1,25.000000000000000
-1,3,1,25.000000000000000
-1,4,1,25.000000000000000
-1,5,1,25.000000000000000
-1,6,1,10300.000000000000000
-1,7,1,25.000000000000000
-1,8,1,100.000000000000000
-1,9,1,400.000000000000000
-1,10,1,75.000000000000000
-1,11,1,25.000000000000000
-1,12,1,225.000000000000000
-1,13,1,25.000000000000000
-1,14,1,25.000000000000000
-1,15,1,600.000000000000000
-1,16,1,50.000000000000000
-1,17,1,150.000000000000000
-1,18,1,275.000000000000000
-1,19,1,50.000000000000000
-1,20,1,4175.000000000000000
-1,21,1,25.000000000000000
-1,22,1,650.000000000000000
-1,23,1,8350.000000000000000
-1,24,1,15425.000000000000000
-1,25,0,1856125.000000000000000
