OID,Id,gridcode,F_AREA
-1,1,1,2350.000000000000000
-1,2,1,100.000000000000000
-1,3,1,25.000000000000000
-1,4,1,25.000000000000000
-1,5,1,150.000000000000000
-1,6,1,50.000000000000000
-1,7,0,75.000000000000000
-1,8,1,50.000000000000000
-1,9,1,250.000000000000000
-1,10,1,25.000000000000000
-1,11,1,35875.000000000000000
-1,12,1,25.000000000000000
-1,13,1,25.000000000000000
-1,14,0,100.000000000000000
-1,15,1,100.000000000000000
-1,16,1,75.000000000000000
-1,17,1,25.000000000000000
-1,18,1,675.000000000000000
-1,19,1,125.000000000000000
-1,20,1,1375.000000000000000
-1,21,1,75.000000000000000
-1,22,1,100.000000000000000
-1,23,1,50.000000000000000
-1,24,1,325.000000000000000
-1,25,1,50.000000000000000
-1,26,1,25.000000000000000
-1,27,1,225.000000000000000
-1,28,1,25.000000000000000
-1,29,1,250.000000000000000
-1,30,0,50.000000000000000
-1,31,1,125.000000000000000
-1,32,0,25.000000000000000
-1,33,0,25.000000000000000
-1,34,0,50.000000000000000
-1,35,1,25.000000000000000
-1,36,1,50.000000000000000
-1,37,1,25.000000000000000
-1,38,0,25.000000000000000
-1,39,1,50.000000000000000
-1,40,0,25.000000000000000
-1,41,1,200.000000000000000
-1,42,0,75.000000000000000
-1,43,0,50.000000000000000
-1,44,1,40350.000000000000000
-1,45,0,1813425.000000000000000
